代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
562390,中药ETF银华,0.889,0.8854,-0.41,0.038,4.47,267127.0,23492945.0,0.853,0.889,0.853,0.851,4.23,31.64,12.27,24.99,166440.0,100687.0,-8902125.0,-37.89,-12660425.0,-53.89,3758300.0,16.0,5611919.0,23.89,3290205.0,14.01,-6697.0,0.888,0.889,84429000.0,75057381,75057381,2026-07-13 00:00:00,2026-07-13 16:11:44+08:00
561510,中药ETF华泰柏瑞,0.949,0.9465,-0.26,0.038,4.17,133673.0,12544893.0,0.918,0.949,0.916,0.911,3.62,20.82,6.69,9.08,90616.0,43057.0,-4774375.0,-38.06,-7033011.0,-56.06,2258636.0,18.0,2922838.0,23.3,1851537.0,14.76,-4028.0,0.949,0.95,64206000.0,60931494,60931494,2026-07-13 00:00:00,2026-07-13 16:11:36+08:00
560080,中药ETF汇添富,0.974,0.9716,-0.25,0.039,4.17,2290324.0,220591161.0,0.939,0.975,0.936,0.935,4.17,8.72,3.5,8.97,1439184.0,851140.0,-7518901.0,-3.41,-12913234.0,-5.85,5394333.0,2.45,10286152.0,4.66,-2767251.0,-1.25,-36118.0,0.974,0.975,2626765008.0,2558469118,2558469118,2026-07-13 00:00:00,2026-07-13 16:11:50+08:00
159647,中药ETF鹏华,0.904,0.9031,-0.1,0.036,4.15,660993.0,59072799.55,0.876,0.904,0.871,0.868,3.8,4.3,2.54,19.07,402462.0,258531.0,1767551.0,2.99,-608223.0,-1.03,2375774.0,4.02,-8395.0,-0.01,-1759157.0,-2.98,-10124.0,0.904,0.905,1535961760.0,1388509431,1388509431,2026-07-13 00:00:00,2026-07-13 15:34:36+08:00
513350,标普油气ETF富国,1.181,1.1278,-4.72,0.045,3.96,20923895.0,2484316032.0,1.191,1.208,1.164,1.136,3.87,259.04,1.57,35.8,10872981.0,10050914.0,772944.0,0.03,-30564352.0,-1.23,31337296.0,1.26,-6888368.0,-0.28,6115433.0,0.25,-166373.0,1.181,1.182,807746000.0,953948026,953948026,2026-07-13 00:00:00,2026-07-13 16:11:52+08:00
159985,豆粕ETF华夏,2.206,2.0413,-8.07,0.062,2.89,4653381.0,1021499422.937,2.159,2.232,2.159,2.144,3.4,30.64,1.88,-25.06,2521810.0,2131571.0,23893837.0,2.34,19346205.0,1.89,4547632.0,0.45,10640976.0,1.04,-34534807.0,-3.38,18585.0,2.205,2.206,1518724064.0,3350305285,3350305285,2026-07-13 00:00:00,2026-07-13 15:34:36+08:00
520870,巴西ETF易方达,1.115,1.1248,0.87,0.031,2.86,883851.0,98538733.0,1.122,1.122,1.109,1.084,1.2,16.14,1.83,-37.51,377729.0,506122.0,10286542.0,10.44,1095697.0,1.11,9190845.0,9.33,-7809995.0,-7.93,-2476546.0,-2.51,-9062.0,1.114,1.115,547477200.0,610437078,610437078,2026-07-13 00:00:00,2026-07-13 16:11:36+08:00
159100,巴西ETF华夏,1.117,1.1253,0.74,0.029,2.67,467860.0,52253258.7,1.123,1.123,1.111,1.088,1.1,10.03,1.77,-33.67,208280.0,259580.0,5794505.0,11.09,497197.0,0.95,5297308.0,10.14,-3364219.0,-6.44,-2430286.0,-4.65,-8855.0,1.117,1.118,466546928.0,521132919,521132919,2026-07-13 00:00:00,2026-07-13 15:34:00+08:00
512410,银行ETF广发,1.047,1.0441,-0.28,0.025,2.45,159683.0,16573551.0,1.021,1.051,1.02,1.022,3.03,10.44,0.28,-28.63,101402.0,58282.0,89938.0,0.54,-294128.0,-1.77,384066.0,2.32,-286403.0,-1.73,196466.0,1.19,-1644.0,1.045,1.047,152971700.0,160161370,160161370,2026-07-13 00:00:00,2026-07-13 16:11:51+08:00
159518,标普油气ETF嘉实,1.093,1.0752,-1.66,0.025,2.34,9558884.0,1047871524.557,1.113,1.115,1.087,1.068,2.62,57.92,1.5,-14.04,4782603.0,4776281.0,-24556656.0,-2.34,-27036096.0,-2.58,2479440.0,0.24,15801540.0,1.51,8755124.0,0.84,70846.0,1.092,1.093,1650325376.0,1803805636,1803805636,2026-07-13 00:00:00,2026-07-13 15:34:51+08:00
512730,银行ETF鹏华,1.6,1.6004,0.02,0.035,2.24,132560.0,21096082.0,1.565,1.6,1.565,1.565,2.24,18.39,1.87,18.66,74761.0,57799.0,864119.0,4.1,559958.0,2.65,304161.0,1.44,-949766.0,-4.5,85647.0,0.41,-2231.0,1.6,1.601,72083900.0,115334240,115334240,2026-07-13 00:00:00,2026-07-13 16:11:38+08:00
516310,银行ETF易方达,1.295,1.2928,-0.17,0.028,2.21,1335649.0,171600118.0,1.263,1.295,1.263,1.267,2.53,7.4,1.45,-37.3,880683.0,454966.0,2705558.0,1.58,17750862.0,10.34,-15045304.0,-8.77,-1695128.0,-0.99,-1010429.0,-0.59,-10409.0,1.295,1.296,1805358496.0,2337939252,2337939252,2026-07-13 00:00:00,2026-07-13 16:11:38+08:00
512700,银行ETF南方,1.441,1.4377,-0.23,0.031,2.2,1304460.0,186395907.0,1.408,1.441,1.405,1.41,2.55,16.58,1.99,-23.39,904887.0,399573.0,13016630.0,6.98,6489899.0,3.48,6526731.0,3.5,-11202321.0,-6.01,-1814308.0,-0.97,-1771.0,1.44,1.441,786581008.0,1133463233,1133463233,2026-07-13 00:00:00,2026-07-13 16:11:48+08:00
560670,银行ETF华泰柏瑞,1.0,1.0007,0.07,0.02,2.04,180101.0,17929399.0,0.98,1.001,0.975,0.98,2.65,22.11,1.38,-19.37,104381.0,75720.0,805259.0,4.49,1907764.0,10.64,-1102505.0,-6.15,-809356.0,-4.51,4096.0,0.02,-237.0,0.999,1.0,81474000.0,81474000,81474000,2026-07-13 00:00:00,2026-07-13 16:11:36+08:00
159887,银行ETF富国,1.274,1.274,0.0,0.025,2.0,1035227.0,131282921.031,1.248,1.275,1.244,1.249,2.48,15.56,1.78,27.17,715978.0,319249.0,-1842709.0,-1.4,-869560.0,-0.66,-973149.0,-0.74,5702403.0,4.34,-3859693.0,-2.94,3477.0,1.273,1.274,665115952.0,847357723,847357723,2026-07-13 00:00:00,2026-07-13 15:34:24+08:00
515020,银行ETF华夏,1.668,1.6675,-0.03,0.032,1.96,897677.0,148833525.0,1.635,1.671,1.63,1.636,2.51,22.68,1.3,-54.83,454347.0,443330.0,-5646132.0,-3.79,-3041882.0,-2.04,-2604250.0,-1.75,4622414.0,3.11,1023717.0,0.69,-315.0,1.668,1.67,395845296.0,660269954,660269954,2026-07-13 00:00:00,2026-07-13 16:11:52+08:00
512820,银行ETF汇添富,1.37,1.3702,0.01,0.026,1.93,785786.0,106932664.0,1.34,1.37,1.339,1.344,2.31,17.9,1.31,24.93,467876.0,317910.0,1870456.0,1.75,3234910.0,3.03,-1364454.0,-1.28,196237.0,0.18,-2066694.0,-1.93,-2388.0,1.37,1.371,439001904.0,601432608,601432608,2026-07-13 00:00:00,2026-07-13 16:11:45+08:00
516210,银行ETF华安,1.33,1.3304,0.03,0.025,1.92,106534.0,14066320.0,1.318,1.33,1.301,1.305,2.22,12.89,1.63,4.99,56196.0,50338.0,776086.0,5.52,1509803.0,10.73,-733717.0,-5.22,-647236.0,-4.6,-128851.0,-0.92,145.0,1.329,1.33,82631000.0,109899230,109899230,2026-07-13 00:00:00,2026-07-13 16:11:49+08:00
515290,银行ETF天弘,1.404,1.4003,-0.26,0.026,1.89,575383.0,80047204.0,1.376,1.404,1.367,1.378,2.69,2.13,1.84,-56.65,359318.0,216065.0,-22106743.0,-27.62,-16506189.0,-20.62,-5600554.0,-7.0,2022768.0,2.53,20083976.0,25.09,-662.0,1.404,1.405,2704672896.0,3797360746,3797360746,2026-07-13 00:00:00,2026-07-13 16:11:41+08:00
159525,红利低波ETF富国,1.051,1.0511,0.01,0.018,1.74,168610.0,17605835.349,1.033,1.051,1.03,1.033,2.03,3.52,0.84,-67.42,93837.0,74773.0,2318180.0,13.17,2894929.0,16.44,-576749.0,-3.28,-850614.0,-4.83,-1467566.0,-8.34,110.0,1.05,1.051,478743744.0,503159675,503159675,2026-07-13 00:00:00,2026-07-13 15:34:54+08:00
159253,银行ETF博时,0.928,0.931,0.32,0.015,1.64,66501.0,6152216.409,0.905,0.93,0.905,0.913,2.74,1.08,1.36,-33.82,32601.0,33900.0,1435148.0,23.33,1620379.0,26.34,-185231.0,-3.01,-1091195.0,-17.74,-343953.0,-5.59,-254.0,0.928,0.93,615204976.0,570910218,570910218,2026-07-13 00:00:00,2026-07-13 15:34:15+08:00
560150,红利低波ETF泰康,1.084,1.0854,0.13,0.017,1.59,52713.0,5689189.0,1.067,1.085,1.066,1.067,1.78,0.77,0.74,17.46,30981.0,21732.0,171215.0,3.01,1828.0,0.03,169387.0,2.98,-918792.0,-16.15,747576.0,13.14,-8.0,1.083,1.084,684279296.0,741758757,741758757,2026-07-13 00:00:00,2026-07-13 16:11:40+08:00
512800,银行ETF华宝,0.779,0.7802,0.15,0.012,1.56,15286525.0,1186670038.0,0.764,0.781,0.762,0.767,2.48,11.07,1.35,-40.29,10287451.0,4999074.0,-44542306.0,-3.75,-170317664.0,-14.35,125775358.0,10.6,47681471.0,4.02,-3139184.0,-0.26,-192466.0,0.779,0.78,13814080000.0,10761168320,10761168320,2026-07-13 00:00:00,2026-07-13 16:11:40+08:00
517900,银行AH优选ETF招商,1.443,1.4452,0.15,0.022,1.55,298256.0,42908586.0,1.426,1.449,1.418,1.421,2.18,6.27,1.48,-37.89,203309.0,94947.0,-179753.0,-0.42,-1527972.0,-3.56,1348219.0,3.14,-2741.0,-0.01,182494.0,0.43,-257.0,1.443,1.444,475993504.0,686858626,686858626,2026-07-13 00:00:00,2026-07-13 16:11:46+08:00
563690,红利低波ETF永赢,0.974,0.9758,0.18,0.014,1.46,14421.0,1396757.0,0.96,0.975,0.958,0.96,1.77,3.91,0.68,0.68,10002.0,4419.0,317940.0,22.76,0.0,0.0,317940.0,22.76,-262600.0,-18.8,-55340.0,-3.96,-150.0,0.974,0.975,36882000.0,35923068,35923068,2026-07-13 00:00:00,2026-07-13 16:11:44+08:00
563020,红利低波ETF易方达,1.119,1.1219,0.26,0.015,1.36,2529261.0,281908160.0,1.104,1.12,1.1,1.104,1.81,2.23,0.93,-39.79,1478809.0,1050452.0,46465994.0,16.48,42023323.0,14.91,4442671.0,1.58,-30693512.0,-10.89,-15772481.0,-5.59,-12006.0,1.119,1.12,11329910016.0,12678169308,12678169308,2026-07-13 00:00:00,2026-07-13 16:11:43+08:00
159547,红利低波ETF华夏,1.153,1.154,0.09,0.015,1.32,1306986.0,150116034.4,1.134,1.153,1.133,1.138,1.76,8.82,0.72,-80.81,639177.0,667809.0,1202375.0,0.8,-710394.0,-0.47,1912769.0,1.27,-613809.0,-0.41,-588567.0,-0.39,218.0,1.152,1.153,1481786080.0,1708499350,1708499350,2026-07-13 00:00:00,2026-07-13 15:34:09+08:00
510030,价值ETF华宝,1.007,1.0068,-0.02,0.013,1.31,64479.0,6459802.0,0.996,1.007,0.992,0.994,1.51,3.99,1.24,6.68,32387.0,32092.0,668627.0,10.35,0.0,0.0,668627.0,10.35,-213017.0,-3.3,-455610.0,-7.05,50.0,1.004,1.006,161729800.0,162861909,162861909,2026-07-13 00:00:00,2026-07-13 16:11:52+08:00
512530,沪深300红利ETF建信,1.523,1.5242,0.08,0.018,1.2,47330.0,7179765.0,1.508,1.523,1.502,1.505,1.4,4.62,0.99,-17.82,26434.0,20896.0,85216.0,1.19,0.0,0.0,85216.0,1.19,41712.0,0.58,-126927.0,-1.77,-14.0,1.522,1.523,102502000.0,156110546,156110546,2026-07-13 00:00:00,2026-07-13 16:11:58+08:00
159981,能源化工ETF建信,1.448,1.4493,0.09,0.017,1.19,2965469.0,433588962.178,1.47,1.478,1.447,1.431,2.17,17.19,1.19,21.51,1509150.0,1456319.0,-14349070.0,-3.31,-17055087.0,-3.93,2706017.0,0.62,8125517.0,1.87,6223553.0,1.44,-7920.0,1.448,1.449,1725536960.0,2498577518,2498577518,2026-07-13 00:00:00,2026-07-13 15:34:54+08:00
512890,红利低波ETF华泰柏瑞,1.126,1.1263,0.03,0.013,1.17,8977096.0,1007280128.0,1.111,1.128,1.107,1.113,1.89,2.99,1.14,-34.18,5633886.0,3343211.0,-218077401.0,-21.65,-162585328.0,-16.14,-55492073.0,-5.51,230192836.0,22.85,-12115429.0,-1.2,-46147.0,1.126,1.127,29985110784.0,33763234743,33763234743,2026-07-13 00:00:00,2026-07-13 16:11:40+08:00
561680,A500红利低波ETF平安,0.958,0.9579,-0.01,0.011,1.16,27111.0,2590801.0,0.947,0.958,0.94,0.947,1.9,3.86,1.77,-26.44,20202.0,6909.0,325297.0,12.56,612788.0,23.65,-287491.0,-11.1,-211357.0,-8.16,-113940.0,-4.4,-150.0,0.957,0.958,70169000.0,67221902,67221902,2026-07-13 00:00:00,2026-07-13 16:11:50+08:00
560570,A500红利ETF国联安,0.964,0.9643,0.03,0.011,1.15,209788.0,20157372.0,0.945,0.964,0.943,0.953,2.2,1.45,0.87,-9.8,119807.0,89981.0,-1405815.0,-6.97,-327984.0,-1.63,-1077831.0,-5.35,1931546.0,9.58,-525731.0,-2.61,-705.0,0.963,0.964,1445541200.0,1393501717,1393501717,2026-07-13 00:00:00,2026-07-13 16:11:55+08:00
510230,金融ETF国泰,1.272,1.2713,-0.06,0.014,1.11,612832.0,77655335.0,1.258,1.272,1.254,1.258,1.43,9.29,1.06,11.32,302948.0,309884.0,8685854.0,11.19,13378225.0,17.23,-4692371.0,-6.04,-8159136.0,-10.51,-526717.0,-0.68,-693.0,1.271,1.272,659808000.0,839275776,839275776,2026-07-13 00:00:00,2026-07-13 16:11:42+08:00
517090,央企共赢ETF国泰,1.472,1.473,0.07,0.016,1.1,47575.0,6953363.0,1.455,1.472,1.453,1.456,1.3,7.79,0.99,-43.32,26539.0,21036.0,904981.0,13.02,523652.0,7.53,381329.0,5.48,-884632.0,-12.72,-20349.0,-0.29,-100.0,1.472,1.473,61075000.0,89902400,89902400,2026-07-13 00:00:00,2026-07-13 16:11:35+08:00
159021,大盘价值ETF华夏,0.942,0.943,0.11,0.01,1.07,48270.0,4535189.851,0.937,0.943,0.93,0.932,1.39,2.65,1.33,-79.0,33250.0,15020.0,-4763.0,-0.11,942179.0,20.77,-946942.0,-20.88,170979.0,3.77,-166217.0,-3.67,50.0,0.94,0.942,181907712.0,171357065,171357065,2026-07-13 00:00:00,2026-07-13 15:34:24+08:00
159296,A500红利低波ETF华宝,0.959,0.9583,-0.07,0.01,1.05,73582.0,7034532.4,0.94,0.96,0.931,0.949,3.06,16.34,1.69,30.34,41788.0,31794.0,112699.0,1.6,0.0,0.0,112699.0,1.6,-191968.0,-2.73,79270.0,1.13,110.0,0.958,0.959,45042941.0,43196180,43196180,2026-07-13 00:00:00,2026-07-13 15:34:51+08:00
563180,高股息ETF银华,1.071,1.0693,-0.16,0.011,1.04,41257.0,4400520.0,1.058,1.071,1.056,1.06,1.42,3.57,0.76,-4.87,17688.0,23569.0,298100.0,6.77,643847.0,14.63,-345747.0,-7.86,-267536.0,-6.08,-30564.0,-0.69,-1968.0,1.069,1.071,115420000.0,123614820,123614820,2026-07-13 00:00:00,2026-07-13 16:11:36+08:00
159307,红利低波100ETF博时,0.995,0.9945,-0.05,0.01,1.02,1055653.0,104642260.0,0.984,0.996,0.982,0.985,1.42,1.41,1.08,11.97,663164.0,392489.0,12887567.0,12.32,9825931.0,9.39,3061636.0,2.93,-9365214.0,-8.95,-3522354.0,-3.37,1933.0,0.994,0.995,7501903616.0,7464394098,7464394098,2026-07-13 00:00:00,2026-07-13 15:34:30+08:00
517180,中国国企ETF南方,1.4,1.4,0.0,0.014,1.01,55865.0,7770975.0,1.386,1.4,1.383,1.386,1.23,5.5,1.23,-11.77,33108.0,22757.0,339860.0,4.37,0.0,0.0,339860.0,4.37,-284456.0,-3.66,-55404.0,-0.71,-29.0,1.399,1.4,101496300.0,142094820,142094820,2026-07-13 00:00:00,2026-07-13 16:11:58+08:00
510650,金融地产ETF华夏,2.76,2.7635,0.13,0.027,0.99,2592.0,712377.0,2.732,2.764,2.732,2.733,1.17,2.17,0.72,-32.53,2257.0,335.0,174332.0,24.47,0.0,0.0,174332.0,24.47,-180271.0,-25.31,5939.0,0.83,-219.0,2.76,2.765,11952500.0,32988900,32988900,2026-07-13 00:00:00,2026-07-13 16:11:46+08:00
563980,800红利低波ETF鑫元,0.941,0.9418,0.08,0.009,0.97,35715.0,3359008.0,0.932,0.942,0.932,0.932,1.07,1.73,1.03,9.23,20145.0,15570.0,67355.0,2.01,0.0,0.0,67355.0,2.01,-37480.0,-1.12,-29875.0,-0.89,-100.0,0.94,0.941,206967000.0,194755947,194755947,2026-07-13 00:00:00,2026-07-13 16:11:46+08:00
563590,A500红利低波动ETF国寿,0.943,0.9444,0.15,0.009,0.96,1707.0,160699.0,0.939,0.944,0.939,0.934,0.54,0.25,1.81,-6.22,810.0,897.0,133076.0,82.81,0.0,0.0,133076.0,82.81,-135545.0,-84.35,2469.0,1.54,198.0,0.94,0.943,68944400.0,65014569,65014569,2026-07-13 00:00:00,2026-07-13 16:11:58+08:00
560720,红利低波100ETF工银,0.953,0.9552,0.23,0.009,0.95,89338.0,8504218.0,0.944,0.955,0.943,0.944,1.27,4.76,1.3,18.21,45290.0,44048.0,373525.0,4.39,1466633.0,17.25,-1093108.0,-12.85,-237339.0,-2.79,-136186.0,-1.6,40.0,0.952,0.953,187548000.0,178733244,178733244,2026-07-13 00:00:00,2026-07-13 16:11:53+08:00
563510,A500红利低波ETF易方达,0.954,0.9556,0.17,0.009,0.95,70384.0,6699072.0,0.945,0.955,0.943,0.945,1.27,2.24,0.97,-45.21,38906.0,31478.0,616457.0,9.2,1517204.0,22.65,-900747.0,-13.45,-406422.0,-6.07,-210036.0,-3.14,-50.0,0.954,0.955,314537008.0,300068306,300068306,2026-07-13 00:00:00,2026-07-13 16:11:42+08:00
515450,红利低波50ETF南方,1.376,1.3781,0.15,0.013,0.95,1421948.0,194867129.0,1.359,1.378,1.357,1.363,1.54,0.99,0.8,-2.49,796097.0,625851.0,27838492.0,14.29,15861052.0,8.14,11977440.0,6.15,-16440743.0,-8.44,-11397750.0,-5.85,-3039.0,1.375,1.376,14340835072.0,19732989059,19732989059,2026-07-13 00:00:00,2026-07-13 16:11:37+08:00
563890,国企红利ETF创金合信,0.993,0.9939,0.09,0.009,0.91,3197.0,316954.0,0.985,0.994,0.985,0.984,0.91,1.26,0.8,20.16,2461.0,736.0,242420.0,76.48,0.0,0.0,242420.0,76.48,-193429.0,-61.03,-48991.0,-15.46,4.0,0.99,0.995,25336000.0,25158648,25158648,2026-07-13 00:00:00,2026-07-13 16:11:57+08:00
159355,800红利低波ETF华宝,1.009,1.009,0.0,0.009,0.9,3550.0,356249.4,1.0,1.009,0.999,1.0,1.0,0.37,0.35,-10.4,2126.0,1424.0,82596.0,23.18,0.0,0.0,82596.0,23.18,-73296.0,-20.57,-9300.0,-2.61,10.0,1.008,1.009,97234277.0,98109385,98109385,2026-07-13 00:00:00,2026-07-13 15:34:39+08:00
159332,央企红利ETF富国,1.123,1.124,0.09,0.01,0.9,8759.0,982590.8,1.12,1.124,1.118,1.113,0.54,1.06,0.52,-36.54,4754.0,4005.0,71291.0,7.26,53133.0,5.41,18158.0,1.85,2941.0,0.3,-74231.0,-7.55,-9.0,1.123,1.124,82521477.0,92671619,92671619,2026-07-13 00:00:00,2026-07-13 15:34:15+08:00
515100,红利低波100ETF景顺,1.362,1.3628,0.06,0.012,0.89,1089443.0,148033170.0,1.35,1.363,1.344,1.35,1.41,2.58,1.17,-82.25,722278.0,367165.0,3788584.0,2.56,8229229.0,5.56,-4440645.0,-3.0,-2912029.0,-1.97,-876554.0,-0.59,-1190.0,1.361,1.362,4216441504.0,5742793328,5742793328,2026-07-13 00:00:00,2026-07-13 16:11:50+08:00
159719,国企ETF平安,1.488,1.4954,0.49,0.013,0.88,30734.0,4551982.7,1.473,1.49,1.473,1.475,1.15,11.73,1.14,16.71,15434.0,15300.0,281212.0,6.18,0.0,0.0,281212.0,6.18,-166155.0,-3.65,-115056.0,-2.53,-18.0,1.488,1.492,26195986.0,38979627,38979627,2026-07-13 00:00:00,2026-07-13 15:34:33+08:00
560330,沪深300价值ETF申万菱信,1.18,1.1757,-0.37,0.01,0.85,40387.0,4744690.0,1.169,1.18,1.166,1.17,1.2,23.58,4.26,24.74,27538.0,12849.0,-1076951.0,-22.7,0.0,0.0,-1076951.0,-22.7,981048.0,20.68,95903.0,2.02,5.0,1.176,1.178,17130000.0,20213400,20213400,2026-07-13 00:00:00,2026-07-13 16:11:56+08:00
560520,红利低波100ETF大成,1.063,1.0648,0.17,0.009,0.85,391.0,41523.0,1.057,1.065,1.057,1.054,0.76,0.12,0.1,-0.26,111.0,280.0,10101.0,24.33,-739.0,-1.78,10840.0,26.11,0.0,0.0,-10100.0,-24.32,-39.0,1.062,1.065,33751000.0,35877313,35877313,2026-07-13 00:00:00,2026-07-13 16:11:49+08:00
159930,能源ETF汇添富,1.557,1.5612,0.27,0.013,0.84,888979.0,138294444.5,1.555,1.568,1.542,1.544,1.68,17.27,1.61,33.32,396074.0,492905.0,6542184.0,4.73,3106330.0,2.25,3435854.0,2.48,-12301489.0,-8.9,5759306.0,4.16,1006.0,1.556,1.557,514898144.0,801696410,801696410,2026-07-13 00:00:00,2026-07-13 15:34:09+08:00
159228,红利低波ETF长城,0.988,0.988,0.0,0.008,0.82,3038.0,299565.2,0.98,0.989,0.978,0.98,1.12,0.27,0.3,0.42,2059.0,979.0,42409.0,14.16,137304.0,45.83,-94895.0,-31.68,-7691.0,-2.57,-34718.0,-11.59,1.0,0.987,0.988,113212692.0,111854140,111854140,2026-07-13 00:00:00,2026-07-13 15:34:18+08:00
512750,基本面50ETF嘉实,1.358,1.3569,-0.08,0.011,0.82,43904.0,5942529.0,1.346,1.358,1.344,1.347,1.04,9.25,1.75,25.23,22657.0,21247.0,563891.0,9.49,0.0,0.0,563891.0,9.49,-383354.0,-6.45,-180537.0,-3.04,20.0,1.355,1.356,47454900.0,64443754,64443754,2026-07-13 00:00:00,2026-07-13 16:11:51+08:00
561580,央企红利ETF华泰柏瑞,1.143,1.143,0.0,0.009,0.79,635052.0,72277887.0,1.136,1.143,1.129,1.134,1.23,3.02,0.95,-2.21,349994.0,285059.0,1581034.0,2.19,5077978.0,7.03,-3496944.0,-4.84,-1476533.0,-2.04,-104501.0,-0.14,-4172.0,1.143,1.144,2105370704.0,2406438715,2406438715,2026-07-13 00:00:00,2026-07-13 16:11:44+08:00
159549,红利低波ETF天弘,1.145,1.1462,0.1,0.009,0.79,107266.0,12227643.6,1.136,1.146,1.133,1.136,1.14,0.22,0.4,-63.28,61383.0,45883.0,-1617130.0,-13.23,-1158548.0,-9.47,-458582.0,-3.75,1614611.0,13.2,2519.0,0.02,-10.0,1.145,1.146,4900523776.0,5611099724,5611099724,2026-07-13 00:00:00,2026-07-13 15:34:12+08:00
159391,大盘价值ETF博时,1.033,1.0357,0.26,0.008,0.78,15404.0,1585637.4,1.024,1.033,1.023,1.025,0.98,1.71,0.46,95.59,3513.0,11891.0,121634.0,7.67,0.0,0.0,121634.0,7.67,-84533.0,-5.33,-37100.0,-2.34,-10.0,1.024,1.035,90076398.0,93048919,93048919,2026-07-13 00:00:00,2026-07-13 15:34:09+08:00
159245,港股通消费ETF富国,0.774,0.7721,-0.25,0.006,0.78,51392.0,3966851.9,0.768,0.778,0.766,0.768,1.56,7.44,1.58,-45.58,23162.0,28230.0,-90130.0,-2.27,777684.0,19.6,-867814.0,-21.88,97098.0,2.45,-6968.0,-0.18,80.0,0.771,0.774,69113296.0,53493691,53493691,2026-07-13 00:00:00,2026-07-13 15:34:03+08:00
159569,港股红利低波ETF景顺,1.299,1.2942,-0.37,0.01,0.78,293583.0,38018845.8,1.29,1.301,1.288,1.289,1.01,8.71,0.64,-46.54,166590.0,126993.0,-1809215.0,-4.76,-98793.0,-0.26,-1710422.0,-4.5,1361515.0,3.58,447701.0,1.18,447.0,1.298,1.299,337147248.0,437954275,437954275,2026-07-13 00:00:00,2026-07-13 15:34:33+08:00
515480,红利低波100ETF南方,1.028,1.0313,0.32,0.008,0.78,120608.0,12390152.0,1.013,1.032,1.013,1.02,1.86,18.46,0.3,-18.6,84620.0,35988.0,1248171.0,10.07,1410016.0,11.38,-161845.0,-1.31,-1025790.0,-8.28,-222382.0,-1.79,-50.0,1.029,1.03,65340700.0,67170240,67170240,2026-07-13 00:00:00,2026-07-13 16:11:33+08:00
561060,国企红利ETF华安,1.089,1.0919,0.27,0.008,0.74,22782.0,2475296.0,1.079,1.093,1.075,1.081,1.67,4.03,0.98,7.96,15798.0,6984.0,273006.0,11.03,0.0,0.0,273006.0,11.03,-367326.0,-14.84,94320.0,3.81,-365.0,1.09,1.092,56565000.0,61599285,61599285,2026-07-13 00:00:00,2026-07-13 16:11:33+08:00
159515,国企红利ETF鹏扬,1.108,1.1096,0.14,0.008,0.73,14622.0,1615297.1,1.1,1.11,1.094,1.1,1.45,3.92,0.64,-12.98,6439.0,8183.0,-141726.0,-8.77,291642.0,18.06,-433368.0,-26.83,232515.0,14.39,-90789.0,-5.62,-419.0,1.108,1.11,37286631.0,41313587,41313587,2026-07-13 00:00:00,2026-07-13 15:34:15+08:00
515300,300红利低波ETF嘉实,1.24,1.2441,0.33,0.009,0.73,1122607.0,139124305.0,1.227,1.243,1.226,1.231,1.38,2.83,1.39,-36.1,772487.0,350120.0,3006336.0,2.16,-13958026.0,-10.03,16964362.0,12.19,2729789.0,1.96,-5736124.0,-4.12,-127.0,1.24,1.242,3967675200.0,4919917248,4919917248,2026-07-13 00:00:00,2026-07-13 16:11:52+08:00
159019,石油ETF华宝,0.853,0.847,-0.71,0.006,0.71,250819.0,21372165.0,0.869,0.876,0.844,0.847,3.78,46.17,1.17,42.97,98348.0,152471.0,-4026064.0,-18.84,-1202431.0,-5.63,-2823633.0,-13.21,198118.0,0.93,3827946.0,17.91,3.0,0.845,0.855,54327711.0,46341537,46341537,2026-07-13 00:00:00,2026-07-13 15:34:30+08:00
513230,港股通消费ETF华夏,0.849,0.8497,0.08,0.006,0.71,408462.0,34703226.0,0.84,0.854,0.84,0.843,1.66,13.42,1.46,1.03,204025.0,204437.0,1215043.0,3.5,23099.0,0.07,1191944.0,3.43,-739996.0,-2.13,-475048.0,-1.37,-326.0,0.848,0.849,304422704.0,258454876,258454876,2026-07-13 00:00:00,2026-07-13 16:11:45+08:00
563700,红利价值ETF易方达,1.003,1.0034,0.04,0.007,0.7,36385.0,3633611.0,0.994,1.003,0.99,0.996,1.31,0.89,0.44,3.57,20800.0,15585.0,1133084.0,31.18,1446348.0,39.8,-313264.0,-8.62,-613449.0,-16.88,-519634.0,-14.3,-30.0,1.002,1.003,410150000.0,411380450,411380450,2026-07-13 00:00:00,2026-07-13 16:11:46+08:00
510880,红利ETF华泰柏瑞,3.066,3.0661,0.0,0.021,0.69,2537021.0,775929777.0,3.039,3.077,3.027,3.045,1.64,3.21,0.97,-85.25,1492387.0,1044634.0,-81200449.0,-10.46,-84707329.0,-10.92,3506880.0,0.45,87496846.0,11.28,-6296397.0,-0.81,-11217.0,3.065,3.066,7914675712.0,24266395733,24266395733,2026-07-13 00:00:00,2026-07-13 16:11:34+08:00
