代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
159712,港股通50ETF国泰,1.19,1.191,0.08,-0.003,-0.25,179968.0,21527817.3,1.188,1.202,1.186,1.193,1.34,18.6,0.85,-8.85,87952.0,92016.0,1223589.0,5.68,0.0,0.0,1223589.0,5.68,-1047872.0,-4.87,-175717.0,-0.82,12.0,1.187,1.189,96778813.0,115166787,115166787,2026-07-13 00:00:00,2026-07-13 15:34:09+08:00
159612,标普500ETF国泰,1.983,1.9118,-3.72,-0.005,-0.25,87153.0,17271066.426,1.989,1.99,1.975,1.988,0.75,1.96,0.8,-50.41,43228.0,43925.0,-321821.0,-1.86,0.0,0.0,-321821.0,-1.86,1172159.0,6.79,-850337.0,-4.92,-265.0,1.983,1.984,444898656.0,882234035,882234035,2026-07-13 00:00:00,2026-07-13 15:34:03+08:00
513170,恒生央企ETF鹏华,1.506,1.5088,0.19,-0.004,-0.26,92909.0,13996612.0,1.52,1.52,1.5,1.51,1.32,4.56,2.89,-52.74,30353.0,62556.0,403754.0,2.88,1509882.0,10.79,-1106128.0,-7.9,-368546.0,-2.63,-35210.0,-0.25,-5.0,1.506,1.507,203573000.0,306580938,306580938,2026-07-13 00:00:00,2026-07-13 16:11:54+08:00
513650,标普500ETF南方,1.9,1.8554,-2.4,-0.005,-0.26,1060558.0,201535893.0,1.906,1.906,1.894,1.905,0.63,2.49,0.84,16.79,496184.0,564374.0,-9497959.0,-4.71,-3041075.0,-1.51,-6456884.0,-3.2,14860203.0,7.37,-5362245.0,-2.66,-4318.0,1.899,1.9,4251734000.0,8078294600,8078294600,2026-07-13 00:00:00,2026-07-13 16:12:01+08:00
513100,纳指ETF国泰,2.168,2.0225,-7.19,-0.006,-0.28,1967887.0,427107233.0,2.179,2.179,2.162,2.174,0.78,2.08,0.97,-17.95,901446.0,1066441.0,-77252440.0,-18.09,-29658626.0,-6.94,-47593814.0,-11.14,-3633528.0,-0.85,80885968.0,18.94,-14494.0,2.168,2.169,9465110528.0,20520359625,20520359625,2026-07-13 00:00:00,2026-07-13 16:11:54+08:00
560680,消费ETF广发,0.694,0.6941,0.01,-0.002,-0.29,128204.0,8861543.0,0.69,0.697,0.686,0.696,1.58,3.93,0.68,-6.13,66843.0,61361.0,81694.0,0.92,-1268887.0,-14.32,1350581.0,15.24,-264116.0,-2.98,182421.0,2.06,-531.0,0.693,0.694,326225600.0,226400566,226400566,2026-07-13 00:00:00,2026-07-13 16:11:34+08:00
159933,金融地产ETF国投瑞银,2.79,2.7811,-0.32,-0.009,-0.32,223.0,61928.7,2.771,2.79,2.761,2.799,1.04,0.06,0.24,-30.13,173.0,50.0,-41406.0,-66.86,0.0,0.0,-41406.0,-66.86,0.0,0.0,41406.0,66.86,1.0,2.779,2.79,36878943.0,102892251,102892251,2026-07-13 00:00:00,2026-07-13 15:34:51+08:00
159271,恒生ETF鹏华,0.926,0.9227,-0.36,-0.003,-0.32,81826.0,7598579.0,0.929,0.936,0.923,0.929,1.4,1.83,1.04,0.39,39027.0,42799.0,-2556813.0,-33.65,-1139087.0,-14.99,-1417726.0,-18.66,967891.0,12.74,1588922.0,20.91,1.0,0.925,0.926,446386736.0,413354118,413354118,2026-07-13 00:00:00,2026-07-13 15:34:12+08:00
159301,公用事业ETF华夏,0.94,0.9384,-0.17,-0.003,-0.32,249054.0,23373254.5,0.962,0.962,0.936,0.943,2.76,21.2,1.18,33.64,115734.0,133320.0,-709995.0,-3.04,0.0,0.0,-709995.0,-3.04,131608.0,0.56,578386.0,2.47,-132.0,0.94,0.941,117458357.0,110410856,110410856,2026-07-13 00:00:00,2026-07-13 15:34:30+08:00
159188,红利100ETF景顺,0.893,0.8932,0.02,-0.003,-0.33,26678.0,2382217.543,0.894,0.898,0.89,0.896,0.89,3.78,1.32,-61.84,11183.0,15495.0,89941.0,3.78,-2420.0,-0.1,92361.0,3.88,-123227.0,-5.17,33285.0,1.4,-10.0,0.891,0.893,70601882.0,63047481,63047481,2026-07-13 00:00:00,2026-07-13 15:34:06+08:00
520770,恒指港股通ETF建信,0.899,0.8981,-0.1,-0.003,-0.33,121137.0,10911285.0,0.902,0.907,0.897,0.902,1.11,5.73,1.64,14.72,61334.0,59803.0,578254.0,5.3,1079963.0,9.9,-501709.0,-4.6,-580466.0,-5.32,2212.0,0.02,-2741.0,0.899,0.902,211373800.0,190025046,190025046,2026-07-13 00:00:00,2026-07-13 16:11:39+08:00
159954,恒生中国企业ETF南方,0.882,0.8839,0.21,-0.003,-0.34,19925.0,1765216.7,0.883,0.893,0.88,0.885,1.47,1.02,0.22,0.83,9079.0,10846.0,-225143.0,-12.75,0.0,0.0,-225143.0,-12.75,239180.0,13.55,-14037.0,-0.8,-1263.0,0.882,0.886,195105083.0,172082683,172082683,2026-07-13 00:00:00,2026-07-13 15:34:12+08:00
159329,沙特ETF南方,0.892,0.8948,0.31,-0.003,-0.34,233242.0,20829693.3,0.895,0.896,0.892,0.895,0.45,1.86,0.69,-46.88,69493.0,163749.0,-1102531.0,-5.29,-2669899.0,-12.82,1567368.0,7.52,256037.0,1.23,846493.0,4.06,-2702.0,0.892,0.893,1251689184.0,1116506752,1116506752,2026-07-13 00:00:00,2026-07-13 15:34:36+08:00
159588,石油ETF景顺,1.142,1.143,0.09,-0.004,-0.35,223381.0,25593681.0,1.168,1.168,1.136,1.146,2.79,4.8,1.27,-12.61,119408.0,103973.0,-904746.0,-3.54,1246373.0,4.87,-2151119.0,-8.4,-1387700.0,-5.42,2292446.0,8.96,-112.0,1.142,1.145,465284864.0,531355315,531355315,2026-07-13 00:00:00,2026-07-13 15:34:03+08:00
159760,医疗健康ETF泰康,0.566,0.5664,0.07,-0.002,-0.35,34013.0,1920628.4,0.569,0.571,0.559,0.568,2.11,2.39,1.09,50.63,15854.0,18159.0,45222.0,2.35,131460.0,6.84,-86238.0,-4.49,-118208.0,-6.15,72985.0,3.8,-80.0,0.564,0.568,142360223.0,80575886,80575886,2026-07-13 00:00:00,2026-07-13 15:34:39+08:00
159017,石油ETF工银,0.837,0.838,0.12,-0.003,-0.36,55530.0,4673602.641,0.846,0.858,0.834,0.84,2.86,3.44,0.85,-15.02,23658.0,31872.0,50808.0,1.09,0.0,0.0,50808.0,1.09,-187181.0,-4.01,136373.0,2.92,118.0,0.837,0.84,161256813.0,134971952,134971952,2026-07-13 00:00:00,2026-07-13 15:34:21+08:00
159867,养殖ETF鹏华,0.532,0.5315,-0.09,-0.002,-0.37,772381.0,41087440.3,0.53,0.538,0.526,0.534,2.25,4.49,0.91,6.61,443945.0,328436.0,495063.0,1.2,2039034.0,4.96,-1543971.0,-3.76,-820897.0,-2.0,325834.0,0.79,2255.0,0.531,0.532,1720643600.0,915382395,915382395,2026-07-13 00:00:00,2026-07-13 15:34:18+08:00
159336,央企红利ETF融通,1.091,1.0934,0.22,-0.004,-0.37,59955.0,6534939.7,1.086,1.095,1.084,1.095,1.0,1.47,1.07,-73.9,34220.0,25735.0,136767.0,2.09,1091000.0,16.69,-954233.0,-14.6,-187501.0,-2.87,50733.0,0.78,5.0,1.088,1.091,408905088.0,446115451,446115451,2026-07-13 00:00:00,2026-07-13 15:34:15+08:00
513400,道琼斯ETF鹏华,1.305,1.3015,-0.27,-0.005,-0.38,2041237.0,266295379.0,1.307,1.308,1.302,1.31,0.46,8.68,0.78,10.04,825940.0,1215297.0,18741248.0,7.04,-50457.0,-0.02,18791705.0,7.06,-8409714.0,-3.16,-10331534.0,-3.88,-17767.0,1.304,1.305,2352062000.0,3069440910,3069440910,2026-07-13 00:00:00,2026-07-13 16:11:40+08:00
515710,食品饮料ETF华宝,0.47,0.4705,0.11,-0.002,-0.42,554555.0,26015624.0,0.467,0.473,0.465,0.472,1.69,2.24,0.93,-8.72,284489.0,270066.0,345062.0,1.33,748853.0,2.88,-403791.0,-1.55,-373892.0,-1.44,28832.0,0.11,-4833.0,0.469,0.47,2473099808.0,1162356910,1162356910,2026-07-13 00:00:00,2026-07-13 16:11:53+08:00
159399,现金流ETF国泰,0.933,0.9328,-0.02,-0.004,-0.43,811036.0,75520812.065,0.937,0.938,0.927,0.937,1.17,1.88,0.48,-33.01,391992.0,419044.0,-5989809.0,-7.93,-2585885.0,-3.42,-3403924.0,-4.51,1084846.0,1.44,4904963.0,6.49,2735.0,0.932,0.933,4313194752.0,4024210704,4024210704,2026-07-13 00:00:00,2026-07-13 15:34:45+08:00
159788,港股通100ETF易方达,1.16,1.1655,0.47,-0.005,-0.43,193268.0,22570816.0,1.17,1.176,1.157,1.165,1.63,22.36,2.1,41.19,95334.0,97934.0,247076.0,1.09,1459162.0,6.46,-1212086.0,-5.37,-24903.0,-0.11,-222173.0,-0.98,40.0,1.158,1.16,86424965.0,100252959,100252959,2026-07-13 00:00:00,2026-07-13 15:34:54+08:00
159501,纳指ETF嘉实,2.044,1.8995,-7.61,-0.009,-0.44,533961.0,109424621.1,2.05,2.058,2.04,2.053,0.88,0.82,0.98,69.32,255461.0,278500.0,-4723056.0,-4.32,3908278.0,3.57,-8631334.0,-7.89,-3961375.0,-3.62,8684431.0,7.94,-2486.0,2.044,2.045,6494986496.0,13275752398,13275752398,2026-07-13 00:00:00,2026-07-13 15:34:45+08:00
159312,恒指港股通ETF广发,1.13,1.1335,0.31,-0.005,-0.44,91838.0,10421329.9,1.15,1.15,1.124,1.135,2.29,25.35,0.83,-11.56,45374.0,46464.0,586331.0,5.63,0.0,0.0,586331.0,5.63,-476147.0,-4.57,-110184.0,-1.06,16.0,1.126,1.13,36224353.0,40933519,40933519,2026-07-13 00:00:00,2026-07-13 15:34:06+08:00
512120,医药ETF华安,0.453,0.4518,-0.27,-0.002,-0.44,597125.0,26979760.0,0.456,0.458,0.448,0.455,2.2,7.01,1.12,3.24,245680.0,351445.0,-188784.0,-0.7,1882183.0,6.98,-2070967.0,-7.68,-304402.0,-1.13,493186.0,1.83,-204.0,0.452,0.453,851241904.0,385612583,385612583,2026-07-13 00:00:00,2026-07-13 16:11:34+08:00
520960,恒指港股通ETF嘉实,0.878,0.8783,0.03,-0.004,-0.45,59395.0,5217027.0,0.882,0.885,0.873,0.882,1.36,9.34,1.49,0.09,30461.0,28934.0,80733.0,1.55,0.0,0.0,80733.0,1.55,-120344.0,-2.31,39610.0,0.76,32.0,0.876,0.88,63603400.0,55843785,55843785,2026-07-13 00:00:00,2026-07-13 16:12:01+08:00
560700,央企红利ETF广发,1.102,1.1015,-0.05,-0.005,-0.45,61650.0,6780423.0,1.109,1.113,1.095,1.107,1.63,1.71,0.54,-11.92,15110.0,46540.0,1163196.0,17.16,837815.0,12.36,325381.0,4.8,-45376.0,-0.67,-1117820.0,-16.49,-1.0,1.1,1.102,360036896.0,396760659,396760659,2026-07-13 00:00:00,2026-07-13 16:11:53+08:00
159509,纳指科技ETF景顺,2.612,2.2814,-14.49,-0.012,-0.46,1957570.0,511920059.615,2.625,2.635,2.601,2.624,1.3,2.96,0.82,25.1,867659.0,1089911.0,-7624360.0,-1.49,-31858636.0,-6.22,24234276.0,4.73,1371003.0,0.27,6253357.0,1.22,-37944.0,2.612,2.613,6621564160.0,17295525586,17295525586,2026-07-13 00:00:00,2026-07-13 15:34:57+08:00
517550,沪港深消费龙头ETF招商,0.63,0.6338,0.6,-0.003,-0.47,24150.0,1526301.0,0.631,0.637,0.625,0.633,1.9,2.75,0.21,0.35,17841.0,6309.0,-82632.0,-5.41,-1074100.0,-70.37,991468.0,64.96,85692.0,5.61,-3060.0,-0.2,-1.0,0.631,0.633,87917400.0,55387962,55387962,2026-07-13 00:00:00,2026-07-13 16:11:48+08:00
159173,农牧ETF南方,0.827,0.8288,0.22,-0.004,-0.48,95705.0,7940320.9,0.838,0.845,0.822,0.831,2.77,16.95,0.92,-3.34,47520.0,48185.0,87974.0,1.11,-98139.0,-1.24,186113.0,2.34,-86726.0,-1.09,-1248.0,-0.02,-40.0,0.827,0.83,56455388.0,46688606,46688606,2026-07-13 00:00:00,2026-07-13 15:34:33+08:00
159938,医药ETF广发,0.623,0.6232,0.03,-0.003,-0.48,822637.0,51363356.1,0.627,0.631,0.619,0.626,1.92,1.13,0.74,13.01,298040.0,524597.0,-1561393.0,-3.04,3548807.0,6.91,-5110200.0,-9.95,506819.0,0.99,1054573.0,2.05,-214.0,0.623,0.624,7267067136.0,4527382826,4527382826,2026-07-13 00:00:00,2026-07-13 15:34:00+08:00
512250,A50ETF招商,1.224,1.2257,0.14,-0.006,-0.49,19954.0,2454976.0,1.23,1.242,1.221,1.23,1.71,1.63,0.98,0.13,7922.0,12032.0,204213.0,8.32,0.0,0.0,204213.0,8.32,-322194.0,-13.12,117981.0,4.81,1.0,1.222,1.227,122600100.0,150062522,150062522,2026-07-13 00:00:00,2026-07-13 16:11:36+08:00
159197,石油ETF招商,0.82,0.822,0.24,-0.004,-0.49,138137.0,11375770.2,0.832,0.836,0.818,0.824,2.18,29.15,0.95,33.87,79512.0,58625.0,112727.0,0.99,0.0,0.0,112727.0,0.99,-205626.0,-1.81,92900.0,0.82,-30.0,0.82,0.821,47388290.0,38858398,38858398,2026-07-13 00:00:00,2026-07-13 15:34:48+08:00
159645,疫苗ETF富国,0.594,0.5947,0.12,-0.003,-0.5,46042.0,2731275.5,0.597,0.602,0.59,0.597,2.01,7.02,2.71,-6.59,18951.0,27091.0,-12818.0,-0.47,630114.0,23.07,-642932.0,-23.54,-115385.0,-4.22,128203.0,4.69,100.0,0.592,0.596,65540740.0,38931200,38931200,2026-07-13 00:00:00,2026-07-13 15:34:33+08:00
159275,农牧渔ETF华宝,0.802,0.8027,0.09,-0.004,-0.5,221360.0,17776948.4,0.81,0.81,0.793,0.806,2.11,8.57,1.22,-20.51,82157.0,139203.0,1019620.0,5.74,806000.0,4.53,213620.0,1.2,-968422.0,-5.45,-51198.0,-0.29,-72.0,0.803,0.804,258302909.0,207158933,207158933,2026-07-13 00:00:00,2026-07-13 15:34:33+08:00
520560,香港大盘30ETF华宝,0.79,0.7934,0.43,-0.004,-0.5,180473.0,14380273.0,0.794,0.803,0.79,0.794,1.64,2.75,0.68,2.39,97670.0,82803.0,-16385.0,-0.11,-1211749.0,-8.43,1195364.0,8.31,-109995.0,-0.76,126379.0,0.88,-626.0,0.79,0.791,655419008.0,517781016,517781016,2026-07-13 00:00:00,2026-07-13 16:11:53+08:00
510900,恒生中国企业ETF易方达,1.004,1.0041,0.01,-0.005,-0.5,2133531.0,215619672.0,1.007,1.019,1.003,1.009,1.59,6.25,0.95,-50.82,1027398.0,1106133.0,-8313763.0,-3.86,-12853467.0,-5.96,4539704.0,2.11,8664538.0,4.02,-350777.0,-0.16,-6461.0,1.004,1.006,3416021904.0,3429685992,3429685992,2026-07-13 00:00:00,2026-07-13 16:11:44+08:00
159159,公用事业ETF国投瑞银,0.98,0.9811,0.11,-0.005,-0.51,39302.0,3857239.981,0.986,0.986,0.979,0.985,0.71,3.15,1.22,-15.25,15139.0,24163.0,-38371.0,-0.99,-491008.0,-12.73,452637.0,11.73,29997.0,0.78,8376.0,0.22,-50.0,0.98,0.981,124818582.0,122322210,122322210,2026-07-13 00:00:00,2026-07-13 15:34:54+08:00
513850,美国50ETF易方达,1.753,1.7316,-1.24,-0.009,-0.51,268415.0,47161573.0,1.76,1.763,1.752,1.762,0.62,2.22,0.61,44.11,111548.0,156867.0,-879073.0,-1.86,1782018.0,3.78,-2661091.0,-5.64,1826347.0,3.87,-947274.0,-2.01,-458.0,1.752,1.753,1207892608.0,2117435742,2117435742,2026-07-13 00:00:00,2026-07-13 16:11:54+08:00
516670,畜牧养殖ETF招商,0.586,0.5865,0.09,-0.003,-0.51,856925.0,50282900.0,0.584,0.593,0.581,0.589,2.04,2.61,0.69,23.39,366655.0,490270.0,364196.0,0.72,2715271.0,5.4,-2351075.0,-4.68,-1147471.0,-2.28,783275.0,1.56,-637.0,0.586,0.587,3279266304.0,1921650054,1921650054,2026-07-13 00:00:00,2026-07-13 16:11:38+08:00
510630,消费ETF华夏,0.759,0.7599,0.12,-0.004,-0.52,631539.0,47794246.0,0.76,0.764,0.75,0.763,1.83,11.5,0.97,0.71,302439.0,329100.0,736701.0,1.54,6160539.0,12.89,-5423838.0,-11.35,-1640598.0,-3.43,903896.0,1.89,-1.0,0.758,0.759,549361504.0,416965382,416965382,2026-07-13 00:00:00,2026-07-13 16:11:48+08:00
159365,恒指港股通ETF富国,0.954,0.9564,0.25,-0.005,-0.52,19553.0,1876970.8,0.959,0.966,0.952,0.959,1.46,3.68,0.68,1.48,10703.0,8850.0,-292817.0,-15.6,0.0,0.0,-292817.0,-15.6,259332.0,13.82,33485.0,1.78,1.0,0.95,0.954,53162398.0,50716928,50716928,2026-07-13 00:00:00,2026-07-13 15:34:42+08:00
159655,标普500ETF华夏,1.919,1.8699,-2.63,-0.01,-0.52,294218.0,56527327.2,1.927,1.929,1.914,1.929,0.78,1.38,0.63,16.27,127752.0,166466.0,8005377.0,14.16,5548481.0,9.82,2456896.0,4.35,-396501.0,-0.7,-7608876.0,-13.46,-707.0,1.919,1.92,2132143040.0,4091582494,4091582494,2026-07-13 00:00:00,2026-07-13 15:34:27+08:00
510660,医药ETF华夏,2.42,2.4209,0.04,-0.013,-0.53,98347.0,23837724.0,2.434,2.446,2.399,2.433,1.93,16.99,0.99,-26.72,49032.0,49315.0,-1273835.0,-5.34,1038476.0,4.36,-2312311.0,-9.7,9358.0,0.04,1264476.0,5.3,-40.0,2.42,2.424,57879700.0,140068874,140068874,2026-07-13 00:00:00,2026-07-13 16:11:35+08:00
562080,300现金流ETF华宝,0.565,0.5662,0.21,-0.003,-0.53,548014.0,30930362.0,0.57,0.57,0.561,0.568,1.58,8.55,1.03,15.72,305832.0,242182.0,-1731085.0,-5.6,978170.0,3.16,-2709255.0,-8.76,1729195.0,5.59,1889.0,0.01,-418.0,0.564,0.565,640757200.0,362027818,362027818,2026-07-13 00:00:00,2026-07-13 16:12:02+08:00
159827,农业ETF银华,0.739,0.7369,-0.28,-0.004,-0.54,24758.0,1822617.7,0.736,0.74,0.731,0.743,1.21,2.7,0.49,-29.91,14962.0,9796.0,200462.0,11.0,444465.0,24.39,-244003.0,-13.39,-229630.0,-12.6,29167.0,1.6,6.0,0.736,0.739,91716463.0,67778466,67778466,2026-07-13 00:00:00,2026-07-13 15:34:21+08:00
516910,物流ETF富国,1.09,1.0888,-0.11,-0.006,-0.55,303518.0,33103834.0,1.097,1.108,1.085,1.096,2.1,51.76,2.2,23.84,188147.0,115371.0,-11767627.0,-35.55,-10043235.0,-30.34,-1724392.0,-5.21,10322699.0,31.18,1444927.0,4.36,1384.0,1.09,1.091,58641800.0,63919562,63919562,2026-07-13 00:00:00,2026-07-13 16:11:56+08:00
517880,品牌消费ETF华泰柏瑞,0.726,0.7299,0.53,-0.004,-0.55,9453.0,686295.0,0.728,0.73,0.708,0.73,3.01,1.77,0.23,2.47,1096.0,8357.0,36672.0,5.34,2832.0,0.41,33840.0,4.93,-18018.0,-2.63,-18655.0,-2.72,-13.0,0.726,0.729,53337100.0,38722735,38722735,2026-07-13 00:00:00,2026-07-13 16:11:38+08:00
560070,央企红利ETF汇添富,1.082,1.0827,0.06,-0.006,-0.55,25696.0,2782672.0,1.081,1.088,1.076,1.088,1.1,2.3,0.39,1.44,13674.0,12022.0,490074.0,17.61,32389.0,1.16,457685.0,16.45,-487019.0,-17.5,-3055.0,-0.11,1.0,1.08,1.084,111862300.0,121035009,121035009,2026-07-13 00:00:00,2026-07-13 16:11:45+08:00
563900,300自由现金流ETF摩根,1.068,1.0692,0.11,-0.006,-0.56,193665.0,20652144.0,1.074,1.082,1.061,1.074,1.96,3.78,0.68,7.71,102674.0,90991.0,-486736.0,-2.36,-1263994.0,-6.12,777258.0,3.76,-181998.0,-0.88,668735.0,3.24,9.0,1.067,1.069,511965696.0,546779363,546779363,2026-07-13 00:00:00,2026-07-13 16:11:56+08:00
159643,疫苗ETF国泰,0.533,0.5317,-0.24,-0.003,-0.56,183043.0,9744158.96,0.536,0.539,0.528,0.536,2.05,6.77,1.15,60.82,86954.0,96089.0,300347.0,3.08,-199727.0,-2.05,500074.0,5.13,-531042.0,-5.45,230695.0,2.37,-10.0,0.533,0.534,270390624.0,144118203,144118203,2026-07-13 00:00:00,2026-07-13 15:34:00+08:00
159520,消费龙头ETF工银,0.88,0.8791,-0.1,-0.005,-0.56,26887.0,2357191.1,0.882,0.882,0.872,0.885,1.13,1.71,0.83,5.73,9245.0,17642.0,-52589.0,-2.23,-362946.0,-15.4,310357.0,13.17,20234.0,0.86,32356.0,1.37,220.0,0.877,0.881,157177649.0,138316331,138316331,2026-07-13 00:00:00,2026-07-13 15:34:03+08:00
159865,养殖ETF国泰,0.521,0.5203,-0.13,-0.003,-0.57,4878159.0,254161018.586,0.52,0.526,0.515,0.524,2.1,4.14,0.88,-14.77,2911024.0,1967135.0,-38040446.0,-14.97,-42526099.0,-16.73,4485653.0,1.76,31544111.0,12.41,6496335.0,2.56,39678.0,0.52,0.521,11782455552.0,6138659343,6138659343,2026-07-13 00:00:00,2026-07-13 15:34:27+08:00
159659,纳斯达克100ETF招商,2.287,2.1835,-4.74,-0.013,-0.57,784186.0,179823866.1,2.299,2.302,2.283,2.3,0.83,1.75,0.9,29.95,363402.0,420784.0,-9225159.0,-5.13,-3383217.0,-1.88,-5841942.0,-3.25,1404884.0,0.78,7820275.0,4.35,-4033.0,2.287,2.288,4489744128.0,10268044821,10268044821,2026-07-13 00:00:00,2026-07-13 15:34:51+08:00
159577,美国50ETF汇添富,1.571,1.5576,-0.86,-0.009,-0.57,284727.0,44863388.6,1.578,1.582,1.571,1.58,0.7,3.65,0.52,-26.64,106523.0,178204.0,-1409824.0,-3.14,1451659.0,3.24,-2861483.0,-6.38,557763.0,1.24,852060.0,1.9,-1288.0,1.571,1.572,779665792.0,1224854959,1224854959,2026-07-13 00:00:00,2026-07-13 15:34:27+08:00
512150,富时A50ETF汇安,1.9,1.9012,0.06,-0.011,-0.58,4775.0,909843.0,1.912,1.929,1.891,1.911,1.99,2.5,1.23,-3.77,2168.0,2607.0,-312934.0,-34.39,0.0,0.0,-312934.0,-34.39,152345.0,16.74,160589.0,17.65,10.0,1.896,1.903,19073400.0,36239460,36239460,2026-07-13 00:00:00,2026-07-13 16:11:54+08:00
159026,石油ETF南方,0.84,0.8432,0.38,-0.005,-0.59,74127.0,6276184.082,0.874,0.874,0.838,0.845,4.26,13.85,0.99,-67.52,33030.0,41097.0,86273.0,1.37,0.0,0.0,86273.0,1.37,-135262.0,-2.16,48991.0,0.78,-85.0,0.84,0.843,53513446.0,44951295,44951295,2026-07-13 00:00:00,2026-07-13 15:34:24+08:00
159593,中证A50ETF平安,1.347,1.3431,-0.29,-0.008,-0.59,543564.0,73101353.79,1.357,1.357,1.337,1.355,1.48,2.9,1.19,73.99,236843.0,306721.0,2953451.0,4.04,-10164204.0,-13.9,13117655.0,17.94,-4167538.0,-5.7,1214087.0,1.66,-1.0,1.347,1.348,1871196048.0,2520501077,2520501077,2026-07-13 00:00:00,2026-07-13 15:34:42+08:00
159696,纳指ETF易方达,1.998,1.8822,-6.15,-0.012,-0.6,309357.0,61934106.8,2.007,2.01,1.993,2.01,0.85,1.17,1.15,43.25,122996.0,186361.0,-10996564.0,-17.76,-3770569.0,-6.09,-7225995.0,-11.67,7918925.0,12.79,3077640.0,4.97,231.0,1.997,1.998,2652824032.0,5300342416,5300342416,2026-07-13 00:00:00,2026-07-13 15:34:15+08:00
512550,富时A50ETF嘉实,1.823,1.8177,-0.29,-0.011,-0.6,83867.0,15311441.0,1.819,1.839,1.809,1.834,1.64,7.49,1.55,-5.18,47244.0,36623.0,1327842.0,8.67,1829113.0,11.95,-501271.0,-3.27,-1573505.0,-10.28,245661.0,1.6,-352.0,1.818,1.823,111906000.0,204004638,204004638,2026-07-13 00:00:00,2026-07-13 16:11:41+08:00
520950,港股通50ETF摩根,0.814,0.8164,0.29,-0.005,-0.61,637481.0,52368937.0,0.815,0.827,0.813,0.819,1.71,18.95,1.38,-0.48,322238.0,315243.0,670192.0,1.28,-241097.0,-0.46,911289.0,1.74,-499744.0,-0.95,-170448.0,-0.33,-1292.0,0.813,0.816,336421008.0,273846701,273846701,2026-07-13 00:00:00,2026-07-13 16:11:37+08:00
159199,石油ETF平安,0.816,0.8191,0.38,-0.005,-0.61,9408.0,773211.75,0.823,0.832,0.816,0.821,1.95,1.29,0.49,-5.28,4856.0,4552.0,-182245.0,-23.57,0.0,0.0,-182245.0,-23.57,156823.0,20.28,25422.0,3.29,-1.0,0.817,0.819,73154938.0,59694429,59694429,2026-07-13 00:00:00,2026-07-13 15:34:09+08:00
159529,标普消费ETF景顺,1.282,1.2855,0.27,-0.008,-0.62,192684.0,24780760.2,1.292,1.293,1.279,1.29,1.09,2.37,0.68,-33.46,51424.0,141260.0,2622414.0,10.58,-188673.0,-0.76,2811087.0,11.34,-4186871.0,-16.9,1564457.0,6.31,1170.0,1.281,1.282,811536784.0,1040390157,1040390157,2026-07-13 00:00:00,2026-07-13 15:34:09+08:00
159181,石油ETF易方达,0.804,0.802,-0.25,-0.005,-0.62,196015.0,15814396.4,0.817,0.823,0.798,0.809,3.09,13.12,1.27,38.41,87110.0,108905.0,-641071.0,-4.05,-759084.0,-4.8,118013.0,0.75,44741.0,0.28,596331.0,3.77,292.0,0.803,0.804,149405335.0,120121889,120121889,2026-07-13 00:00:00,2026-07-13 15:34:00+08:00
159166,现金流ETF长城,0.788,0.789,0.13,-0.005,-0.63,32359.0,2548612.979,0.791,0.792,0.784,0.793,1.01,0.55,1.52,-75.65,15280.0,17079.0,99704.0,3.91,1046595.0,41.07,-946891.0,-37.15,-40822.0,-1.6,-58882.0,-2.31,1.0,0.784,0.788,591816064.0,466351058,466351058,2026-07-13 00:00:00,2026-07-13 15:34:27+08:00
159122,创业板新能源ETF富国,0.939,0.9013,-4.18,-0.006,-0.63,67137.0,6148994.8,0.947,0.947,0.899,0.945,5.08,10.0,1.51,49.05,24832.0,42305.0,-1644597.0,-26.75,426490.0,6.94,-2071087.0,-33.68,-246611.0,-4.01,1891208.0,30.76,158.0,0.931,0.939,67160935.0,63064118,63064118,2026-07-13 00:00:00,2026-07-13 15:34:21+08:00
526070,恒指港股通ETF博时,0.947,0.9503,0.35,-0.006,-0.63,109586.0,10397007.0,0.953,0.959,0.942,0.953,1.78,12.4,1.38,-31.66,46533.0,63053.0,2256187.0,21.7,-517395.0,-4.98,2773582.0,26.68,-2265950.0,-21.79,9763.0,0.09,382.0,0.944,0.947,88377000.0,83693019,83693019,2026-07-13 00:00:00,2026-07-13 16:11:50+08:00
513050,中概互联网ETF易方达,1.085,1.0912,0.57,-0.007,-0.64,32848437.0,3609526314.0,1.088,1.115,1.084,1.092,2.84,9.83,0.92,-2.67,16182921.0,16665516.0,-76593776.0,-2.12,-158499568.0,-4.39,81905792.0,2.27,52448144.0,1.45,24145626.0,0.67,-112833.0,1.085,1.086,33405432832.0,36244894623,36244894623,2026-07-13 00:00:00,2026-07-13 16:11:56+08:00
